Sr No,Date,Startup Name,Industry Vertical,SubVertical,City Location,Investors Name,Investment Type,Amount in USD(K),Amount in INR(K),Remarks,City Tier,No Of Investors,Success
163,08-08-2018,Phone Pe,Consumer Internet,UPI Payments App,Bengaluru,Flipkart,Private Equity,66000,5808000,No Remark,Tier 1 India,1,1
164,09-08-2018,Quizizz,Edtech,e-learning Platform,Bengaluru,"Nexus Veture Parters, Prime Veture Parters ad Others",Seed/ Angel Funding,3000,264000,No Remark,Tier 1 India,2,1
165,09-08-2018,Happy Emi,Fintech,Consumer Financing Platform,Bengaluru,AJ Vetures ad Jai Iteratioal Trade Orgaisatio (JITO),Seed/ Angel Funding,1000,88000,No Remark,Tier 1 India,1,0
166,13-08-2018,Inthree,Consumer Internet,Rural E-commerce Platform,Chennai,"Vetureast, Orios Veture Parters ad the IAN Fud",Seed/ Angel Funding,4000,352000,No Remark,Tier 1 India,2,1
167,13-08-2018,Observe Ai,Technology,AI Based Solutions Platform,Bengaluru,"Nexus Veture Parters, MGV, Liquid 2 Vetures, Hack VC, Emerget Vetures ad Y Combiator",Private Equity,8000,704000,No Remark,Tier 1 India,5,1
168,16-08-2018,Enakshi,Consumer Internet,AI Based Solutions Platform,Ahmedabad,Ukow,Seed/ Angel Funding,114.81,10103.28,No Remark,Tier 2/3 India,1,0
169,17-08-2018,Eazydiner,Consumer Internet,Online Restaurant Table Reservation Platform,Gurgaon,Delow Ivestmet Trust ad Beeext,Private Equity,5850,514800,No Remark,Tier 1 India,1,1
170,20-08-2018,Finzy,Finance,Online Loan Matchmaking Platform,Bengaluru,Ukow,Seed / Angel Funding,1000,88000,No Remark,Tier 1 India,1,0
171,20-08-2018,Rawpressery,Consumer Internet,Online Organic Juice Delivery Service,Mumbai,Alteria Capital,Debt Funding,4800,422400,No Remark,Tier 1 India,1,1
172,22-08-2018,Pi Ventures,Technology,Applied Artificial Intelligence and IoT focused\\\\xc2\\\\xa0Platform,Bengaluru,CDC Group plc,Private Equity,6000,528000,No Remark,Tier 1 India,1,1
173,22-08-2018,Revv,Consumer Internet,Online Indian Car Rental Platform,Gurgaon,"Hyudai, Edelweiss ad Beeext, Dream Icubator, Sujay Kapoor ad Telama Ivestmet",Private Equity,14270,1255760,No Remark,Tier 1 India,4,1
174,26-08-2018,Zestmoney,Consumer Internet,Online Lending Platform,Bengaluru,"Xiaomi,PayU, Ribbit Capital ad Omidyar Network",Private Equity,13400,1179200,No Remark,Tier 1 India,3,1
175,26-08-2018,Shubh Loans,Fintech,\\\\xc2\\\\xa0Customer Sourcing Platform\\\\xc2\\\\xa0,Bengaluru,"Saama Capital, SRI Capital, Beeext, ad Pravega Vetures",Private Equity,4200,369600,No Remark,Tier 1 India,4,1
176,27-08-2018,Myupchar,Health & Wellness,Local Language Health Content App,New Delhi,"Nexus Veture Parters, Omidyar Network ad Shuwei Capital",Private Equity,5000,440000,No Remark,Tier 1 India,2,1
177,28-08-2018,Narvar,Technology,Post-Purchase Customer Engagement Platform\\\\xc2\\\\xa0,Bengaluru,Accel (formerly kow as Accel Parters),Private Equity,3000,264000,No Remark,Tier 1 India,1,1
178,30-08-2018,True North,Finance,Private Equity Firm,Mumbai,Ukow,Private Equity,600000,52800000,No Remark,Tier 1 India,1,1
179,02-07-2018,Biryani By Kilo,Consumer Internet,Online Food Delivery,Gurgaon,Ajay Rela ad Viay Mittal,Seed/ Angel Funding,1000,88000,No Remark,Tier 1 India,1,0
180,04-07-2018,Anchanto,Technology,E-commerce Fulfilment Platform,Pune,MDI Vetures & Telkom Idoesia,Private Equity,4000,352000,No Remark,Tier 1 India,1,1
181,06-07-2018,Loan Tap,Consumer Internet,Online Lending Platform For Salaried Professionals,Mumbai,"Shuwei Capital, Tusca Vetures, Ashish Goeka, VC firms Idia Quotiet ad Kae Capital",Private Equity,6250,550000,No Remark,Tier 1 India,4,1
182,06-07-2018,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,Ifo Edge (Idia) Ltd ad Temasek,Private Equity,27700,2437600,No Remark,Tier 1 India,1,1
183,09-07-2018,Zippserv,Consumer Internet,Online Platform For Risk-Assessment Services For Real Estate Investments,Bengaluru,Ifo Edge (Idia) Ltd,Seed/ Angel Funding,440,38720,No Remark,Tier 1 India,1,0
184,09-07-2018,Groww,Consumer Internet,Online Platform That Sells Direct Plans Of Mutual Funds,Bengaluru,"Isigia Vetures Parters, Lightbridge Parters & Kairos",Seed/ Angel Funding,1100,96800,No Remark,Tier 1 India,2,0
185,10-07-2018,Avenue Growth,Consumer Internet,Online Platform That Connects Brands With Freelance Sales Professionals,Gurgaon,"Avtar Moga, chief operatig office at IDFC Bak, Aditya Malik & Others",Seed/ Angel Funding,437,38456,No Remark,Tier 1 India,3,0
186,10-07-2018,Kinara Capital,Finance,Lending Platform For Micro and Small Enterprises,Bengaluru,ResposAbility,Private Equity,5000,440000,No Remark,Tier 1 India,1,1
187,10-07-2018,Shop 101,Consumer Internet,Mobile Storefront And Commerce Platform For Sellers,Mumbai,"Stellaris Veture Parters, Vy Capital, Raghuada G, ad Ramakat Sharma",Private Equity,5000,440000,No Remark,Tier 1 India,4,1
188,11-07-2018,Sambandh,Consumer Internet,Online Micro Lending Platform,Rourkela,Base of Pyramid Asia (BOPA) Pte Ltd,Private Equity,2500,220000,No Remark,Other,1,1
189,12-07-2018,19Th Mile,Technology,Artificial intelligence-based sales acceleration software platform,Gurgaon,"Rishi Vasudev, Excelsior Ivestmets, Ritesh Vohra, Praveer Kumar, Prashat Gupta ad Others",Seed/ Angel Funding,180,15840,No Remark,Tier 1 India,5,0
190,12-07-2018,5Th Vital,Health & Wellness,Home diagnostics services provider,Bengaluru,Brad Capital ad Others,Seed/ Angel Funding,500,44000,No Remark,Tier 1 India,1,0
191,13-07-2018,Mengage,Health & Wellness,A Doctor-Patient Engagement Platform,Jaipur,"Siddharth Agarwal, Mahavir Sharma, Amit Sigal, 100 Co-fouders Lab ad others.",Seed/ Angel Funding,175,15400,No Remark,Tier 2/3 India,4,0
192,17-07-2018,Ofbusiness,Finance,Online Lending Platform For SME,Gurgaon,"Creatio Ivestmets, Falco Edge, Matrix Parters Idia ad Zodius Capital",Private Equity,29000,2552000,No Remark,Tier 1 India,3,1
193,17-07-2018,Cars24,Consumer Internet,Online Used Car Marketplace,Gurgaon,"Kigsway FCI Fud, KCK Global & Others",Private Equity,49700,4373600,No Remark,Tier 1 India,2,1
194,18-07-2018,The Ken,Consumer Internet,Subscription-Only News Website,Bengaluru,Omidyar Network & Others,Seed/ Angel Funding,1500,132000,No Remark,Tier 1 India,1,1
195,19-07-2018,Book My Show,Consumer Internet,Online Ticketing Platform,Mumbai,"TPG Growth, The Rise Fud & Others",Private Equity,100000,8800000,No Remark,Tier 1 India,2,1
196,20-07-2018,Housingman,Consumer Internet,Property Discovery Platform,Bengaluru,Ukow,Seed/ Angel Funding,1500,132000,No Remark,Tier 1 India,1,1
197,21-07-2018,Paysense,Consumer Internet,Online Consumer Lending Platform,Mumbai,PayU & Others,Private Equity,18000,1584000,No Remark,Tier 1 India,1,1
198,23-07-2018,Vtion,Technology,Media Analytics,Gurgaon,"AgelList, Rahul Khaa, Rajeev Arora ad Ram Ramsudar.",Seed/ Angel Funding,280,24640,No Remark,Tier 1 India,3,0
199,23-07-2018,Log9 Materials,Technology,Nanotechnology Company Specializing In Graphene,Bengaluru,"Metaform Vetures, Hemat Luthra, Micro veture capital firm GEMS Parters ad Others",Seed/ Angel Funding,436,38368,No Remark,Tier 1 India,3,0
200,24-07-2018,Kidovators,Edtech,Skill Learning Platform,Bengaluru,Gray Matters,Seed/ Angel Funding,180,15840,No Remark,Tier 1 India,1,0
201,24-07-2018,Digit,Consumer Internet,Online Insurance Startup,Pune,Fairfax,Private Equity,45000,3960000,No Remark,Tier 1 India,1,1
202,25-07-2018,Black Soil,Finance,Non-Banking Financial Company,Mumbai,"Allcargo Logistics, Naveet Educatio ad Mahavir Agecy",Private Equity,17000,1496000,No Remark,Tier 1 India,2,1
203,25-07-2018,Trell,Consumer Internet,Mobile-First Video Blogging App,Bengaluru,"BeeNext , WEH Vetures ad Sprout Vetures",Seed/ Angel Funding,1250,110000,No Remark,Tier 1 India,2,1
204,25-07-2018,Iqlect,Technology,Data Analytics Firm,Bengaluru,Vetureast ad Exfiity,Seed/ Angel Funding,2500,220000,No Remark,Tier 1 India,1,1
205,26-07-2018,Entropik,Technology,Software-As-A-Service Platform,Bengaluru,"Bharat Iovatio, IDFC-Parampara Capital, Arthavida Vetures, Jitedra Gupta & Others",Seed/ Angel Funding,1100,96800,No Remark,Tier 1 India,4,0
206,26-07-2018,Thecapitalnet,Fintech,Unified Global Investments Ecosystem,Hyderabad,Lidwall Family Ivestmets LLC (LFI),Private Equity,500,44000,No Remark,Tier 1 India,1,0
207,30-07-2018,Shuttl,Consumer Internet,Bus Aggregation Platform,Gurgaon,Amazo Alexa Fud & Detsu Vetures,Private Equity,11000,968000,No Remark,Tier 1 India,1,1
208,30-07-2018,Cure Fit,Consumer Internet,Health and fitness Platform,Bengaluru,"IDG Vetures, Accel Parters, Kalaari Capital ad Others",Private Equity,120000,10560000,No Remark,Tier 1 India,3,1
209,31-07-2018,Five Star Group,Fintech,Non-Bank Lending Platform For SME,Chennai,"TPG, Norwest Veture Parters, Sequoia Capital & Matrix Parters",Private Equity,100000,8800000,No Remark,Tier 1 India,3,1
210,31-07-2018,Healthsignz,Health & Wellness,Health and Well being Platform,Hyderabad,Katilal Patel,Seed/ Angel Funding,5000,440000,No Remark,Tier 1 India,1,1
211,01-06-2018,Cointribe,Finance,Credit-Based Lending Marketplace For Small And Medium Enterprises,Gurgaon,"Sabre Parters, Pueet Dalmia & Others",Private Equity,10000,880000,No Remark,Tier 1 India,2,1
212,04-06-2018,Digiconectt,Technology,Sales Analytics and Enablement Platform,Bengaluru,Aspire Logistics LLC,Seed/ Angel Funding,125,11000,No Remark,Tier 1 India,1,0
213,07-06-2018,Annapurna Finance,Finance,Non-Banking Financial Company,Bhubaneswar,Oma Idia Joit Ivestmet Fud (OIJIF),Private Equity,23000,2024000,No Remark,Other,1,1
214,07-06-2018,Meesho,Consumer Internet,Online Marketplace For Resellers,Bengaluru,"Sequoia Capital Idia, SAIF Parters, Y Combiator ad Veture Highway",Private Equity,11500,1012000,No Remark,Tier 1 India,3,1
215,10-06-2018,Ayefinance,Finance,Online Lending Platform,Gurgaon,"CapitalG, SAIF Parters ad LGT Impact Vetures",Private Equity,21500,1892000,No Remark,Tier 1 India,2,1
216,12-06-2018,Alpha Capital,Finance,Supplychain Finance,Mumbai,Alpha Capital,Private Equity,14800,1302400,No Remark,Tier 1 India,1,1
217,12-06-2018,Eshakti,E-Commerce,Fashion e-tailer,Chennai,Parago Parters,Private Equity,10100,888800,No Remark,Tier 1 India,1,1
218,12-06-2018,Daily Ninja,Consumer Internet,Hyperlocal Delivery Platform,Bengaluru,Saama Capital ad Sequoia Capital,Seed/ Angel Funding,3000,264000,No Remark,Tier 1 India,1,1
219,13-06-2018,Nirogstreet,Health & Wellness,An Online Platform That Connects Ayurveda Doctors With Patients,Gurgaon,"Spiral Vetures, Subho Ray ad Samir Kumar",Seed/ Angel Funding,300,26400,No Remark,Tier 1 India,2,0
220,13-06-2018,Nivesh,Finance,Mass Market Mutual Fund Investment Platform,Noida,"LetsVeture, Raja Aada, Basab Pradha, Vivek Khare ad Bijoy George",Seed/ Angel Funding,450,39600,No Remark,Tier 1 India,4,0
221,14-06-2018,Homelane,Consumer Internet,Online Home Furnishing Solutions,Bengaluru,Brad Capital,Seed/ Angel Funding,3450,303600,No Remark,Tier 1 India,1,1
222,14-06-2018,Network Intelligence,Technology,Cybersecurity Specialist,Mumbai,Helix Ivestmets,Private Equity,4800,422400,No Remark,Tier 1 India,1,1
223,18-06-2018,Tynor Othontics,Health & Wellness,Prosthetics Manufacturers,Chennai,Lighthouse Fuds & Thuase Participatios,Private Equity,21000,1848000,No Remark,Tier 1 India,1,1
224,18-06-2018,Elucidata,Technology,Data Analytics (SaaS),New Delhi,Hyperplae Veture Capital ad several agel ivestors,Seed/ Angel Funding,1700,149600,No Remark,Tier 1 India,1,1
225,19-06-2018,Rentsher,Consumer Internet,Online Rental Marketplace,Bengaluru,"Shorooq Ivestmets, LetsVeture & Others",Seed/ Angel Funding,1100,96800,No Remark,Tier 1 India,2,0
226,20-06-2018,Drip Capital,Finance,Trade Finance Firm,Mumbai,"Accel Parters, Sequoia Idia, Y Combiator ad others.",Private Equity,15000,1320000,No Remark,Tier 1 India,3,1
227,22-06-2018,Wickedride,Consumer Internet,Online Motorbike And Scooter Rental Platforms,Bengaluru,"Sequoia Capital, Accel Parters & Raghuada Gagappa",Private Equity,9100,800800,No Remark,Tier 1 India,2,1
228,25-06-2018,Policybazaar,Consumer Internet,Online Insurance Selling Platform,Gurgaon,SoftBak Visio Fud & Ifo Edge (Idia) Ltd,Private Equity,200000,17600000,No Remark,Tier 1 India,1,1
229,25-06-2018,Hipbar,Consumer Internet,Digital Payment Platform For Beverage Delivery,Bengaluru,Diageo Idia,Private Equity,4000,352000,No Remark,Tier 1 India,1,1
230,25-06-2018,Sqqrl,Finance,App-based investment platform,Gurgaon,Equaimity Veture Fud,Seed/ Angel Funding,1000,88000,No Remark,Tier 1 India,1,0
231,26-06-2018,Paytm,Technology,Digital Payment Platform,Noida,Oe 97 Commuicatios,Private Equity,8950,787600,No Remark,Tier 1 India,1,1
232,26-06-2018,Sigtuple,Health & Wellness,Data Driven Intelligence Solutions Platform,Bengaluru,"Accel Parters, IDG Veture, Ediya Parters, pi Vetures, VH Capital, Axilor Vetures ad Biy Basal",Private Equity,19000,1672000,No Remark,Tier 1 India,6,1
233,27-06-2018,Wow Express,Technology,E-commerce Logistics Platform,Mumbai,Udisclosed Existig Ivestors As Well As The Tamarid Family Trust,Private Equity,4500,396000,No Remark,Tier 1 India,1,1
234,28-06-2018,Front Desk Ai,Technology,An AI Platform Offering Automated Customer Service Software,Bengaluru,Speciale Ivest & Others,Seed/ Angel Funding,1100,96800,No Remark,Tier 1 India,1,0
235,28-06-2018,Edureka,Edtech,Online Education Platform,Bengaluru,Leo Capital,Seed/ Angel Funding,2000,176000,No Remark,Tier 1 India,1,1
236,02-05-2018,Opentap,Finance,Online Lending Platform,Chennai,Ukow High Net-Worth Idividuals,Seed / Angel Funding,450,39600,No Remark,Tier 1 India,1,0
237,02-05-2018,Bizongo,Consumer Internet,Aggregator For Packaging Material,Mumbai,"B Capital, Iteratioal Fiace Corporatio (IFC), Accel Parters ad IDG Vetures",Private Equity,22000,1936000,No Remark,Tier 1 India,3,1
238,03-05-2018,Disprz,Technology,SaaS,Chennai,"IL&FS Private Equity, Kae Capital & Others",Seed / Angel Funding,2500,220000,No Remark,Tier 1 India,2,1
239,07-05-2018,Paisadukan,Consumer Internet,P2P Lending Platform,Mumbai,Ukow,Seed / Angel Funding,225,19800,No Remark,Tier 1 India,1,0
240,09-05-2018,I3Sysytems,Technology,AI product company For Health and Life Insurane Companies,Mumbai,"Uitus Vetures, Behram Vakil ad Jerxis Vadrevala",Seed / Angel Funding,1000,88000,No Remark,Tier 1 India,2,0
241,11-05-2018,Earth Food,Consumer Internet,Agri-tech,Pune,Rairah Corporatio,Seed / Angel Funding,949,83512,No Remark,Tier 1 India,1,0
242,14-05-2018,Nykaa,Consumer Internet,Beauty e-tailer,Mumbai,"Suil Mujal, Harsh Mariwala, Dalip Pathak ad Others",Private Equity,24000,2112000,No Remark,Tier 1 India,3,1
243,16-05-2018,Mfine,Health & Wellness,Doctor-Consultation App,Bengaluru,"Prime Veture Parters, Stellaris Veture Parters ad Mayur Abhaya Srisrimal",Private Equity,4200,369600,No Remark,Tier 1 India,2,1
244,21-05-2018,Rocketium,Technology,Online Video Creation Platform,Bengaluru,Blume vetures,Seed/ Angel Funding,300,26400,No Remark,Tier 1 India,1,0
245,21-05-2018,Milkbasket,Technology,Micro-Delivery Grocery Startup,Gurgaon,"Kalaari Capital, Uilever Vetures ad Blume Vetures",Private Equity,7000,616000,No Remark,Tier 1 India,2,1
246,22-05-2018,Vola,Finance,Micro Lending Platform,Bengaluru,Credika ad uamed agel ivestors,Seed/ Angel Funding,500,44000,No Remark,Tier 1 India,1,0
247,22-05-2018,Cashkumar,Consumer Internet,P2P Lending Platform,Bengaluru,LetsVeture,Seed/ Angel Funding,735,64680,No Remark,Tier 1 India,1,0
248,23-05-2018,Edyoo,E-Commerce,Products For Shoolgoing Children,Bengaluru,RS Shabag,Seed/ Angel Funding,735,64680,No Remark,Tier 1 India,1,0
249,23-05-2018,Aashiyaan,Finance,Housing Finance For Low-Income Families,Kolkata,"Isistor, Oikocredit",Seed/ Angel Funding,2000,176000,No Remark,Tier 2/3 India,2,1
250,24-05-2018,Smartivity,Edtech,Designer Of Toys and Learning Projects For Kids,New Delhi,"Ashish Kacholi, S Chad Group",Seed/ Angel Funding,2000,176000,No Remark,Tier 1 India,2,1
251,24-05-2018,Bonphulapl,Cleantech,Oxygen Optimiser Manufacturer,New Delhi,Atul Gupta ad Saurabh Rastogi,Seed/ Angel Funding,293,25784,No Remark,Tier 1 India,1,0
252,27-05-2018,Acko,Consumer Internet,Online Insurance Platform,Mumbai,"Amazo, Ashish Dhawa, Catamara Vetures, NR Narayaa Murthy.",Seed/ Angel Funding,12000,1056000,No Remark,Tier 1 India,4,1
253,28-05-2018,Hwell24,Health & Wellness,Home Healthcare Aggregator,Mumbai,"Prashat Mehta, Mitali Pawar, Nikhil G ad Bhavesh P, R Ragaatha, ONCOTRUST ad Meditel Services Pvt. Ltd",Seed/ Angel Funding,200,17600,No Remark,Tier 1 India,5,0
254,29-05-2018,Toffee,Consumer Internet,Online Insurance Platform,Gurgaon,"Kalaari Capital, Omidyar Network ad Accio Veture Labs",Seed/ Angel Funding,1500,132000,No Remark,Tier 1 India,2,1
255,29-05-2018,Tonetag,Technology,Mobile Payments Technology Platform,Bengaluru,Amazo Ic. ad Mastercard,Private Equity,8000,704000,No Remark,Tier 1 India,1,1
256,30-05-2018,Stellaps,Technology,Iot Application Platform In Agriculture,Bengaluru,"IdusAge Parters, Bill & Melida Gates Foudatio, Qualcomm Veture, ABB Techology Vetures, Omivore, Blume Vetures, Veture Highway ad BEENEXT",Private Equity,14000,1232000,No Remark,Tier 1 India,7,1
257,31-05-2018,Credright,Consumer Internet,Lending Platform For SMEs,Hyderabad,"Accio Veture Lab, YourNest Veture Capital Ad Other Agel Ivestors",Seed/ Angel Funding,1300,114400,No Remark,Tier 1 India,2,1
258,02-04-2018,Fitternity,Consumer Internet,Online Fitness Discovey Platform,Mumbai,"Exfiity Veture, Saha fud Parters, Arihat Pati of Pati Family Office, Ajali Basal, Shardul Amarchad Magaldas, Satish Khaa ad Taparia family office.",Private Equity,2000,176000,No Remark,Tier 1 India,6,1
259,02-04-2018,Synctag,Technology,Social Media Anlaytics Platform,Coimbatore,Subhkam Vetures ad Mohit Khadaria,Seed / Angel Funding,307.6,27068.8,No Remark,Tier 2/3 India,1,0
260,02-04-2018,Finzy,Consumer Internet,Online Loan Matchmaking Platform,Bengaluru,Ukow,Seed / Angel Funding,1300,114400,No Remark,Tier 1 India,1,1
261,04-04-2018,Varthana,Finance,Loans and Services To Affordable Private Schools in India,Bengaluru,"ChrysCapital, Existig ivestors, Elevar Equity, LGT Impact, Omidyar Network ad Kaize Private Equity also participated i the roud",Private Equity,55000,4840000,No Remark,Tier 1 India,5,1
262,05-04-2018,Indigolearn,Edtech,Online Education Platform,Hyderabad,"Maheshwar Peri, fouder ad chairma of career iformatio portal Careers360, ad Jamshed Jeejeebhoy, director at Byramjee Jeejeebhoy Pvt. Ltd were amog the agels",Seed / Angel Funding,150,13200,No Remark,Tier 1 India,4,0
263,05-04-2018,Vedantu,Edtech,Interactive Online Tutoring Platform,Bengaluru,"Accel Parters, Tiger Global Ad Others",Private Equity,10000,880000,No Remark,Tier 1 India,2,1
264,09-04-2018,Kaleidofin,Finance,Digital Financial Services Platform,Chennai,Omidyar Network. Blume Vetures ad Professor Shlomo Be-Haim,Seed / Angel Funding,2800,246400,No Remark,Tier 1 India,1,1
265,09-04-2018,Pipabella,Consumer Internet,Fashion Accessories Etailer,Mumbai,Fireside Vetures,Seed / Angel Funding,1000,88000,No Remark,Tier 1 India,1,0
266,09-04-2018,Kriger Campus,Edtech,Mobile-Based Education Network,New Delhi,Ukow,Seed / Angel Funding,46.14,4060.32,No Remark,Tier 1 India,1,0
267,10-04-2018,Traveltriangle,Consumer Internet,Online Travel Marketplace,Gurgaon,"Fudametum, SAIF Parters, Bessemer Veture Parters, RB ivestmets & Others",Private Equity,12000,1056000,No Remark,Tier 1 India,4,1
268,12-04-2018,Letsmd,Health & Wellness,Platform To Discover Healthcare Financing Options,New Delhi,"SRI Capital, Waterbridge Vetures ad ThiKuvate",Seed / Angel Funding,1000,88000,No Remark,Tier 1 India,2,0
269,12-04-2018,Ayefinance,Finance,Online Lending Platform,Gurgaon,"BlueOrchard Fiace Ltd, Hiduja Leylad Fiace ad ItelleGrow",Debt Funding,4600,404800,No Remark,Tier 1 India,2,1
270,13-04-2018,Mintifi,Finance,Online Lending Platform,Mumbai,Lok Capital,Seed / Angel Funding,2000,176000,No Remark,Tier 1 India,1,1
271,16-04-2018,Icanstay,Consumer Internet,Online Platform For Luxury Hotel Stay For Business Travelers,New Delhi,Mr. Maoj Prasad,Seed / Angel Funding,500,44000,No Remark,Tier 1 India,1,0
